30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,EDA_Mean,EDA_Min,EDA_Max,EDA_Std,EDA_Kurtosis,EDA_Skew,EDA_Num_Peaks,EDA_Amphitude,EDA_Duration,HR_Mean,HR_Min,HR_Max,HR_Std,HR_RMS,temp_Mean,temp_Min,temp_Max,temp_Std
0.18319341042293646,0.19844671592698537,0.2204694328230261,0.2410572022251003,0.2531331239925083,0.2619617782167516,0.26537676689557466,0.2701195478983609,0.27862673661259185,0.28071393296745284,0.031121700547548772,0.03934149619721919,0.04245468165276714,0.03588945870288808,0.03072169767550069,0.02814603279401387,0.027214392938677806,0.02552101849260932,0.022337054509803986,0.020490248853296728,0.031121700547548772,0.03934149619721919,0.04245468165276714,0.03588945870288808,0.03072169767550069,0.02814603279401387,0.027214392938677806,0.02552101849260932,0.022337054509803986,0.020490248853296728,0.01886264653360953,0.019342540608008066,0.01808038070696133,0.006160441830574473,0.02443101338628383,0.3178002323786552,0.0,0.0,0.0,0.2744942741867853,0.2706654170571696,0.2763353115727003,0.07797713277385597,0.08664817469859397,0.01886264653360953,0.019342540608008066,0.01808038070696133,0.006160441830574473
0.19844671592698537,0.2204694328230261,0.2410572022251003,0.2531331239925083,0.2619617782167516,0.26537676689557466,0.2701195478983609,0.27862673661259185,0.28071393296745284,0.2744942741867853,0.03934149619721919,0.04245468165276714,0.03588945870288808,0.03072169767550069,0.02814603279401387,0.027214392938677806,0.02552101849260932,0.022337054509803986,0.020490248853296728,0.01886264653360953,0.03934149619721919,0.04245468165276714,0.03588945870288808,0.03072169767550069,0.02814603279401387,0.027214392938677806,0.02552101849260932,0.022337054509803986,0.020490248853296728,0.01886264653360953,0.018906497470513817,0.019342540608008066,0.018482257575465233,0.0076013907218772415,0.02806211494827087,0.3617686562657915,0.0,0.0,0.0,0.2659964033134239,0.25773195876288657,0.2665059347181009,0.09409757424038596,0.10352142876952011,0.018906497470513817,0.019342540608008066,0.018482257575465233,0.0076013907218772415
0.2204694328230261,0.2410572022251003,0.2531331239925083,0.2619617782167516,0.26537676689557466,0.2701195478983609,0.27862673661259185,0.28071393296745284,0.2744942741867853,0.2659964033134239,0.04245468165276714,0.03588945870288808,0.03072169767550069,0.02814603279401387,0.027214392938677806,0.02552101849260932,0.022337054509803986,0.020490248853296728,0.01886264653360953,0.018906497470513817,0.04245468165276714,0.03588945870288808,0.03072169767550069,0.02814603279401387,0.027214392938677806,0.02552101849260932,0.022337054509803986,0.020490248853296728,0.01886264653360953,0.018906497470513817,0.019284634779761292,0.02026363965555246,0.018482257575465233,0.004637246017248332,0.03994942754564719,0.3768925367406105,0.25,0.011096952037173752,0.19842803328754133,0.25586791028782785,0.2515463917525773,0.26001483679525195,0.10563274358130702,0.10279651821946337,0.019284634779761292,0.02026363965555246,0.018482257575465233,0.004637246017248332
0.2410572022251003,0.2531331239925083,0.2619617782167516,0.26537676689557466,0.2701195478983609,0.27862673661259185,0.28071393296745284,0.2744942741867853,0.2659964033134239,0.25586791028782785,0.03588945870288808,0.03072169767550069,0.02814603279401387,0.027214392938677806,0.02552101849260932,0.022337054509803986,0.020490248853296728,0.01886264653360953,0.018906497470513817,0.019284634779761292,0.03588945870288808,0.03072169767550069,0.02814603279401387,0.027214392938677806,0.02552101849260932,0.022337054509803986,0.020490248853296728,0.01886264653360953,0.018906497470513817,0.019284634779761292,0.019131186453422072,0.02026363965555246,0.01747772226480987,0.0016010629094712291,0.04123807329561992,0.2733092932868898,0.0,0.0,0.0,0.24630780555529652,0.23561387066541717,0.24721810089020768,0.0960497076130996,0.13651151591828087,0.019131186453422072,0.02026363965555246,0.01747772226480987,0.0016010629094712291
0.2531331239925083,0.2619617782167516,0.26537676689557466,0.2701195478983609,0.27862673661259185,0.28071393296745284,0.2744942741867853,0.2659964033134239,0.25586791028782785,0.24630780555529652,0.03072169767550069,0.02814603279401387,0.027214392938677806,0.02552101849260932,0.022337054509803986,0.020490248853296728,0.01886264653360953,0.018906497470513817,0.019284634779761292,0.019131186453422072,0.03072169767550069,0.02814603279401387,0.027214392938677806,0.02552101849260932,0.022337054509803986,0.020490248853296728,0.01886264653360953,0.018906497470513817,0.019284634779761292,0.019131186453422072,0.023202926517733855,0.02095441899200874,0.027723386363197863,0.04857673635268642,0.01499796700485781,0.39963273722272685,0.0,0.0,0.0,0.23175799703692657,0.2146204311152764,0.2410979228486645,0.20904491078072018,0.2047488482095159,0.023202926517733855,0.02095441899200874,0.027723386363197863,0.04857673635268642
0.2619617782167516,0.26537676689557466,0.2701195478983609,0.27862673661259185,0.28071393296745284,0.2744942741867853,0.2659964033134239,0.25586791028782785,0.24630780555529652,0.23175799703692657,0.02814603279401387,0.027214392938677806,0.02552101849260932,0.022337054509803986,0.020490248853296728,0.01886264653360953,0.018906497470513817,0.019284634779761292,0.019131186453422072,0.023202926517733855,0.02814603279401387,0.027214392938677806,0.02552101849260932,0.022337054509803986,0.020490248853296728,0.01886264653360953,0.018906497470513817,0.019284634779761292,0.019131186453422072,0.023202926517733855,0.028480302050456624,0.0232570767124657,0.027723386363197863,0.030166885023563933,0.06983041041488032,0.15971319117962274,0.25,0.008536322023550818,0.15544816252067833,0.21370933927190383,0.20281162136832243,0.22533382789317513,0.16085998720605474,0.1798499189259546,0.028480302050456624,0.0232570767124657,0.027723386363197863,0.030166885023563933
0.26537676689557466,0.2701195478983609,0.27862673661259185,0.28071393296745284,0.2744942741867853,0.2659964033134239,0.25586791028782785,0.24630780555529652,0.23175799703692657,0.21370933927190383,0.027214392938677806,0.02552101849260932,0.022337054509803986,0.020490248853296728,0.01886264653360953,0.018906497470513817,0.019284634779761292,0.019131186453422072,0.023202926517733855,0.028480302050456624,0.027214392938677806,0.02552101849260932,0.022337054509803986,0.020490248853296728,0.01886264653360953,0.018906497470513817,0.019284634779761292,0.019131186453422072,0.023202926517733855,0.028480302050456624,0.03083129934391074,0.03177692825783725,0.030535897000307594,0.01442474723321389,0.03162653058209036,0.42033793156663385,0.25,0.006828791025398342,0.12512200498200501,0.2013818358010082,0.19868791002811625,0.20456231454005924,0.0913455568253198,0.09933482929176543,0.03083129934391074,0.03177692825783725,0.030535897000307594,0.01442474723321389
0.2701195478983609,0.27862673661259185,0.28071393296745284,0.2744942741867853,0.2659964033134239,0.25586791028782785,0.24630780555529652,0.23175799703692657,0.21370933927190383,0.2013818358010082,0.02552101849260932,0.022337054509803986,0.020490248853296728,0.01886264653360953,0.018906497470513817,0.019284634779761292,0.019131186453422072,0.023202926517733855,0.028480302050456624,0.03083129934391074,0.02552101849260932,0.022337054509803986,0.020490248853296728,0.01886264653360953,0.018906497470513817,0.019284634779761292,0.019131186453422072,0.023202926517733855,0.028480302050456624,0.03083129934391074,0.03187802223476989,0.03154678834355716,0.030535897000307594,0.013132493520000451,0.030955998863779623,0.26065356649430005,0.25,0.018778842078042552,0.42408197067091213,0.20153092125492655,0.19868791002811625,0.2119807121661721,0.11528547997416347,0.16379944524979673,0.03187802223476989,0.03154678834355716,0.030535897000307594,0.013132493520000451
0.27862673661259185,0.28071393296745284,0.2744942741867853,0.2659964033134239,0.25586791028782785,0.24630780555529652,0.23175799703692657,0.21370933927190383,0.2013818358010082,0.20153092125492655,0.022337054509803986,0.020490248853296728,0.01886264653360953,0.018906497470513817,0.019284634779761292,0.019131186453422072,0.023202926517733855,0.028480302050456624,0.03083129934391074,0.03187802223476989,0.022337054509803986,0.020490248853296728,0.01886264653360953,0.018906497470513817,0.019284634779761292,0.019131186453422072,0.023202926517733855,0.028480302050456624,0.03083129934391074,0.03187802223476989,0.03175197218604563,0.03154678834355716,0.029732300123904182,0.006692907497764704,0.11922115839865838,0.1834920364439076,0.25,0.006828791025398342,0.1103187454666874,0.216159931420691,0.20093720712277396,0.22867210682492578,0.19683244330674834,0.20455725406286623,0.03175197218604563,0.03154678834355716,0.029732300123904182,0.006692907497764704
0.28071393296745284,0.2744942741867853,0.2659964033134239,0.25586791028782785,0.24630780555529652,0.23175799703692657,0.21370933927190383,0.2013818358010082,0.20153092125492655,0.216159931420691,0.020490248853296728,0.01886264653360953,0.018906497470513817,0.019284634779761292,0.019131186453422072,0.023202926517733855,0.028480302050456624,0.03083129934391074,0.03187802223476989,0.03175197218604563,0.020490248853296728,0.01886264653360953,0.018906497470513817,0.019284634779761292,0.019131186453422072,0.023202926517733855,0.028480302050456624,0.03083129934391074,0.03187802223476989,0.03175197218604563,0.031708116970166234,0.03361912635292602,0.029129641681752735,0.0018857357172198511,0.03253217104129852,0.30194260533845946,0.0,0.0,0.0,0.2350239002618315,0.22211808809746958,0.2490727002967359,0.1847883638232065,0.20110326678496387,0.031708116970166234,0.03361912635292602,0.029129641681752735,0.0018857357172198511
